negative,"&amp;his caution on the 1st problem caused 2nd problem! ""Cautious on Syria war, Obama now cautious on refugee crisis"" CSM http://t.co/jMqWrXJpAW"
negative,Labor day had me thinking it was Monday all today smh....
neutral,"@MelroseTwoThree psst, can you take Oracle of the Sun and put that one sun on it's chest? I know Cyd would ""love"" it. http://t.co/Lmd3dmPXK7"
positive,"Sony has their 1st #1 film of the summer, as WAR ROOM fought off COMPTON $9.3M to $8.8M."
neutral,@Laneybaby004 But when he VOTED for OBAMA the 1st time he showed his true colors.
negative,"@GudBadAnFozzy @davidsmith42000 @LBC You said he was the 2nd worst, he isn't &amp; UKIP don't vote on non-UK issues"
neutral,"In my emotions today ab the boys break, turn on my 1D iPod folder and the 1st song was ""Back for You"". Is that a sign??"
positive,@TayToOoCute miss you tay! I was just looking thru my ipod &amp; I have vids of you singing back in SAT prep lol
negative,I'm sad I can't watch Messi and the Argentina squad on Tuesday :(
positive,People v Monsanto. This is just the beginning!  http://t.co/hEuftKD5sr http://t.co/Wrm9LNWTLe
neutral,"Classes start 2nd (Wed). Classes on Fri 4th follow a Monday schedule. Thus spake the Carleton Orifice, oops, Oracle. https://t.co/qGPIMIYpyi"
positive,We hope you Cougars had a great Labor Day weekend! This Friday we will have Ultimate Cougar on the USU Lawn at 7pm!
negative,"@MicrosoftASIA it has been more than a week, and as usual, no updates about my nokia in it's 2nd long hibernation in ur service center :)"
positive,WASHINGTON (Reuters) - Jeb Bush said on Thursday he would back fellow Republican presidential hopeful Donald T... http://t.co/RtNErbQL59
neutral,@Adorable_Dime you may be right. You also forgot about Michelle Obama and Rihanna on the cover..all granted interviews
positive,Kerry wrote a freaking book! Read all about it.  https://t.co/FxURPDVFho
positive,Huge play by #Georgia to get out of the shadow of their own goal line on 2nd down. Lambert to Sony for a 48 yard gain. Very accurate pass
neutral,OFF THE WALL by MICHAEL JACKSON was no.12 in the UK album charts on 6 September 1980
positive,Watching the 3rd season of teen wolf always makes me cry
negative,Christie may beat him to it but either way both are out. Insiders: Rick Perry will be first to drop out http://t.co/OOU4003Y5h
neutral,*firework go off  Jake: it's way past 4th of July wtf  Me: Memorial Day?  Jake: makes sense  Me:  Jake: Me: Jake: Labor Day you jackass   Oh
neutral,Sen. Schumer to announce Wednesday the winners of tickets to see Pope http://t.co/aoZ17ZBgOq
neutral,Nintendo SNES Bundle with 6 Games + Super Gameboy:  $89.99End Date: Friday Oct-2-2015 22:27:11 PD... http://t.co/kbUvnORrl8 #retrogaming
neutral,Nokia n97 runt - bumper crop the whole exhilarated not to mention substantial wed exchange: WsPjEk
positive,"I have much to do before tomorrow, so the logical thing to do is watch Netflix all day, obviously"
positive,"So here I am, 00:30 in the morning sat looking for updates on the situation on Twitter and Madonna, material world comes on. Brilliant"
positive,"Iniesta is the 3rd best after Messi and Ronaldo, no one comes close, not Neymar not Hazard #spain"
neutral,#np The Way You Make Me Feel - 2012 Remaster by Michael Jackson from the album Bad 25th Anniversary.
neutral,http://t.co/eGGBncYpe4 Oracle at the Well | for August 23rd 2015 #Inspiration #BeTheChange #BeYourSelf #Health http://t.co/5tGrNeI7bE
positive,@TMobile @TMobileHelp so this Sunday/Monday I am going to be coming over to T-Mobile. I have an unlocked iPhone 5s that's not from T-Mobile
negative,Don't yall see what they doin they distracting us with today's kids will ever know because on July 14 Barack and Michelle obama got together
positive,I really hope Apple weighs a cup of nuts on the iPhone 6S (9th Generation iPhone)
neutral,[the Sun daily] Obama signs executive order on paid sick leave: WASHINGTON: US President Barack Obama signed a... http://t.co/sRvlROefPU
neutral,Serena gets past sister Venus in U.S. Open quarterfinals: For stretches of the 27th edition of Williams vs. Wi... http://t.co/FaRuIcJ1pQ
positive,So much Tom Cruise in my eyeballs tonight. But the dude made some good choices. Edge of Tomorrow? Mission: Impossible - Rogue Nation? GOOD
negative,Fantastic! Sarah Palin demands that migrants to USA 'speak American'. Can't make this stuff up. http://t.co/rxPfEubTiW
neutral,watched all the mission impossibles and now i'm watching edge of tomorrow...still don't like tom cruise very much
negative,Not sure I'll get to the Manchester's Pride parade tomorrow :(
negative,"@realDonaldTrump @JebBush Jeb Bush dug himself a deep hole with his ""Act of Love"" comment.If he was +3% yesterday, he will be -3% tomorrow"
negative,Sarah Palin says US immigrants should 'speak American' http://t.co/mQQ4Vk6CVs &lt; Errrr she means English right?
neutral,"Simply put, Wednesday and Thursday are going to be busier than a prostitute on Valentine's Day"
negative,"The Gov Lied to us about protecting Bees only to license their extinction, Monsanto supplying the insectiside https://t.co/8Y5AsHlPfY"
neutral,Watching Jurassic Park for the 564th time love my Saturday nights
neutral,@hello_noto01 Zlatan!  Cavani has been unhappy about playing 2nd fiddle to Ibrahimovic... He's signing a new contract! Zlatan to MUFC?
neutral,"Tiger Woods 11th hole - blade a chip, chunk the following chip, hit the next chip thin, two-putt for triple bogey. Every amateur rejoices."
negative,Jeb is an odd choice for a debut show. Trump would have been the only candidate to have on his 1st show. #colbertlateshow
negative,Bullshit! That would then mean you'd piss off Messi. Then have to pay him more too.  https://t.co/MeABTj2Bvx
negative,"Hey all the Kurt Cobain accounts that just followed me, he died in 1994 not 1993. April 5th to be exact."
neutral,my sister turned 22 last tuesday and taylor swift just tried to sue my family
neutral,A primer on Madonna's Rebel Heart Tour: The tour kicks off at the Bell Centre on Wednesday and Thursday. http://t.co/BOzlp4MnMU
neutral,I couldn't get Aug 16 off I'm so sad I really wanted to go to the pride parade
neutral,I will never look at Michelle Obama the same way. My sides will be sore tomorrow... Worth breaking the Internet for! @amyschumer
negative,Even the Pope thinks Cameron is a douche https://t.co/ACbeo0eGkj
neutral,How @Kathleen01930 Valentine went from Boston to the South Pacific in 500 pages on #BestSellingReads #MondayBlogs http://t.co/qikYOkwOB0
negative,@SniffJenkum SCOTUS has no authority to make law. Only Congress may legislate. #SeparationOfPowers #AbuseOfPower
positive,Mark Wahlberg is back as the ultimate best buddy John Bennett in TED 2 (Opens July 22) http://t.co/xryJkZAuzX
neutral,Know what's scary? Serena was mildly injured a little after Wimbledon and sat out before the US Open.  She could win with that formula.
negative,"@Viper1600 @OutnumberedFNC Doomsday may be sooner than you think w/ Obama's signed Iran Deal.  Don't fret HilLIARy, she's history in a year!"
neutral,#usopen Venus Williams middle name is Ebony Starr last major 2008 Wimbledon d. Serena 7th with  all-time major tied w Henin &amp; Goolagong.
negative,@tom_watson A rumor may be circulation that Tory front Bench will be wearing emotional body armor when you and Jeremy are elected.
positive,@BlackPanthaaYT oh lol. also turn of the turn off timer on the xbox so it dont turn off. that may also help
neutral,Todd Bowles and players talk about what they're expecting from Saturday night's Green &amp; White practice at MetLife: http://t.co/JsjyJPfouL
negative,@MrTLexify my Xbox box live expired last Friday the struggle are real
neutral,An oracle casts a spell so that she may see the future shadowed in mystery. #amwriting #amwritingfantasy
positive,Make a lasting impression on the first day of class tomorrow: walk in with a boom box blaring Public Service Announcement by Jay-Z
positive,"I love Apple, despite the fact that I'm constantly dissing the iPhone. Really looking forward to tomorrow's event."
neutral,"Wiz is the only thing playing today. Sorry Justin, you are going to have to wait until tomorrow."
positive,Just got 4 tickets to see Seinfeld next Friday. Fuck with me.
positive,"Since Star Wars is coming this December, I guess fans should take a moment to appreciate it :)... http://t.co/WMMZ0y0UvM"
positive,I know this is a throw back but I loved you in Jurassic Park! @VanessaChester If they do a 5th one you should be in it!
neutral,@davy_kheng plus that boy Tory kills it too I think it's bouta be hella lit only weak thing is it's on a Thursday lol
positive,Finally got me a lil T-Mobile phone! Imma get it on Friday
negative,We just got an email warning us that THE POPE IS COMING in two weeks. The next email said that BIEBER IS COMING tomorrow. ACK.
neutral,"@HelloTomoro Hi- plz correct me if I'm wrong,after upgrading to Windows 10 the size of the pvm file is in kbs?May I know how did you upgrade"
positive,The #Dementia Community Roadshow vehicle will join Manchester's pride parade on Saturday August 29 for the first time http://t.co/4gy5Os5jTy
negative,It absolutely bothers the Liberals that SCOTUS ruled the 1st amendment applies to campaign cash as founder's intended! @cspanwj #PJNET #P2
neutral,Watching Jurassic Park for the 564th time love my Saturday nights
positive,All the latest Sheffield Wednesday news on iPhone and iPad! http://t.co/G9Z3VUGWuH #SWFC
positive,Christmas times reminds me of working December at the mall at Abercrombie listening to Mariah Carey all the time
positive,literally going to see ted 2 tomorrow and then for my parents 30th anniversary we're going out ahh it's gonna be good
positive,They should celebrate Masashi Kishimoto's historic visit to New York Comic Con with a special Hokage Pride Parade down 5th Avenue!
negative,"[T-mobile] Stopping Network Abusers: An Open Letter to T-Mobile Customers   ""the only  August 31, 2015 http://t.co/tr8ogp4Ey5 Cool Tech!!!"
positive,"Rumor Roundup (Aug. 24, 2015): Raw tonight, WrestleMania, Sting return, Divas Revolution, more! http://t.co/VRDROEKt0E via @cagesideseats."
positive,Kerry will play Dublin in the All-Ireland Senior Football Championship Final on Sunday September 20th at 3:30pm in Croke Park.
negative,And I don't know about TGIF. Fridays are terrible. I'm more of a TGIS person. Can it be Saturday already?
positive,"@LaurenceWHolmes What do you mean, Laurence? The Dudleys, Ric Flair, and Sting were on Raw Monday. Taker wrestled Sunday. It IS the 90s."
positive,@tim_cook loving my new iPhone 6 from T-Mobile I'm in love with iOS! Can't wait for the Sept 9th event
neutral,"The doc Soaked in Bleach, out August 14, looks into Kurt Cobain's death. Read what the director has to say about it: http://t.co/4uxiuX1UsT"
positive,@jurassicp .... movies that I also love. But the 1st  JURASSIC PARK  is a true Masterpiece in my opion!!!!  Sincerely David H. Taylor
neutral,If Oracle bought Sun ten years earlier I doubt Java would be remembered as much more than a short lived contaminant of the web.
positive,This is the exact face my girlfriend had when I bought her a Ferrari for Valentine's Day https://t.co/UtQxaQDUWY
positive,"last night was so lovely, out for dinner and then to see Ted 2 with Alex! Made a nice change from being sat in front of the telly"
neutral,"Juventus sign Inter midfielder Harnanes: Turin, Sep 1 : Italian football champions Juventus have bolstered the... http://t.co/bn03KmrtHv"
neutral,"I spent all weekend in the sun, and I'm still paler than the ghost of Michael Jackson. #whitepeopleproblems"
positive,"Greece's Tsipras bets on early polls to boost reform mandate: ATHENS, Greece (AP) ? Greece's president will launch the process Friday..."
neutral,@kirbybulborb yES! But it's odd.. The meeting with Shigeru was in July but Nintendo give them clarification to announce it now.. Pikmin 4-
neutral,.@tonyortegamusic @MagDods @rachelheldevans SCOTUS ruled that the 14th amendment applies to same sex marriage.
neutral,Obama doubles down on @PPact while the GOP dithers. @MorningAnswer http://t.co/cpSpnijIXO
neutral,"Jeb Bush, continuing to hit back against Donald Trump, took some not-so-subtle digs Wednesday at the GOP front-runner's decision to let a"
positive,Pope concelebrates Mass with Armenian Patriarch: History was made on Monday when Pope Francis concelebrated mo... http://t.co/9ark3Hrrne
neutral,Church is tomorrow &amp; I hope that I will be forced to use a Windows Nokia phone for a week! Who are you bringing to church tomorrow? #Inspire
positive,Brian C. Eury want to go see Star Wars at midnight in December when it comes out and wear one of these? http://t.co/1F5HNnLF1b
positive,I may have a treat for you guys tonight so you can play some Minecraft with me ;) #TheDream
neutral,"I still need to know James's birthday, for the sun sign analasys, im guessing second deacon virgo, shy, not like Kerry, surprise me"
negative,@GMWatch @RepMikePompeo @marcorubio @SenBillNelson Please explain why you support Monsanto! http://t.co/AQJIFuAmBY
negative,Sarah Palin may be batshit crazy but I'd love to have a threesome with her &amp; Nikki Haley. #milf #cougar_town #LegsDay http://t.co/FogwvmiyaO
positive,"@ChrisCuomo nevermind them, Chris.  I look forward to your interview with Trump tomorrow.  You and he mix it up and you both come off well."
negative,And in comes Sony with the letdown. Only one color. Clap it up... low and slow https://t.co/6jaRCgfvTP
neutral,#tv Ind vs SL 3rd Test Day 3: Cricket live score and Sony Six live streaming info: Watch the live teleca... http://t.co/mUlHw4cN00 #Sony
negative,"Triple Traffic Threat: #dragoncon.  Thursday @7:30, Falcons game, Georgia Tech game, and Joe Biden   on the downtown connector."
positive,Xbox giveaway from Gamespot. They are giving me points for doing this. They may give to you too. Sorry. https://t.co/u3GHcypKTs
positive,"Star Wars released a day earlier in the UK,Thursday Dec 17th... Tomorrow,days will be booked off work for this day long remembered."
neutral,True. Except that Rick Perry has more swagger.  Trump may have had a point when he said Jeb is asleep.  https://t.co/ObX0y7GXx2
positive,Answer: Moi. Question: Who's seeing Serena play in the semifinals on Thursday?
neutral,#tech Sony's new smartwatch packs all its tech in the wristband: Sony's electronics division may be in a slump... http://t.co/moVzepIzww
negative,"""Rick Perry May Not Have an Exit Strategy."" I encourage all Perry supporters to read this. Get the story out there.  http://t.co/pF3iCzMaug"
neutral,After Labor day its hot coffee till May
neutral,Good Tuesday morning. Big news out of the Vatican:  Pope radically reforms Catholic Church's process for annulling marriages. @GMA
neutral,@TheDiddIer @GloShon xbox one skype with squad tomorrow are yall down
positive,Im going to finish now the 2nd season of teen wolf
positive,Can it be almost Thursday?? YES IT CAN! Labor Day has come and gone... but Shari's Open Mic keeps on keepin' on! http://t.co/kVTp2ZH60f
positive,"@Nick_Houser @eddiesofficials @AdamKadourhe @linatelo If I may, I agree with these esteemed gentlemen and Tom Cruise http://t.co/3gON8SCXbS"
negative,"@guardian ""Speak American"" that may just sum up how stupid Sarah Palin is. I thought they spoke English in the US or a bastersised version."
neutral,The only time Michelle Obama would lower the flags on her property is if they were blocking the sun while she was sunbathing. #Chattanooga
positive,Hello Tiger family. Do the #Tigertwirlchallenge and post a video of you doing the Tiger Woods twirl. Winner will be announced tomorrow night
negative,"'Sometimes you're just better off dead, there's a gun in your hand that's pointing to your head...' Wednesday's iPod selection"
neutral,@Jon_LeGossip I didn't think they will sell either. Maybe Rabiot but surely Cavani doesn't want to play 2nd fiddle to Zlatan anymore
positive,Im hyperventilating about tomorrow with Justin and ellen i dont think Im gonna be able to sleep tomorrow i think it gonna be the best bday
negative,"@dijikul You want to argue net neutrality, use your brain and attack Comcast / Time Warner with 300GB limits.. 1/10th of T-mobile! Idiot."
neutral,Who will go see Magic Mike Xxl with me before I leave on the 31st???
neutral,Alex Gibney explains why his Steve Jobs documentary may cause you to put down your iPhone for good (via @Pocket) http://t.co/98tFA0lX2C
positive,We Will be recruiting for gears of war ultimate edition on the Xbox one on Friday at 7:30 PM for  chance to join team decay  reapers#
neutral,@geekyranjit I finally got moto g 3rd gen but its camera is not good as my Nokia lumia 720 is there something wrong in the unit which I got
positive,#Abs! #Dancing! #Dudes! Get along to MAGIC MIKE XXL at the @ANUFG this Thursday at 7.30pm http://t.co/Kutar5fSIQ
negative,@daxgyetmhanaak people wholeheartedly believing satire about Sarah Palin is what got her the reputation she has in the 1st place.
neutral,8:30 on a Monday night &amp; going to Venice beach lol
positive,"Thank U Nokia: Yesterday Was 15th Birthday of Nokia 3310,One of the Best things that has Ever Happened in the ... http://t.co/ezrIfH6MuB"
neutral,Huawei Watch Pre-Order Suggests Android Wear Coming To iOS: IPhone owners who want to use Android Wear may soo... http://t.co/JQhdN5tCUV
neutral,watching obama videos bc i need a fucking break and it's just tuesday thank god
negative,"6th circuit &amp; SCOTUS denied #KimDavis appeals &amp; upheld Bunnings order, what the heck makes her crappy lawyer think they'll do something now?"
positive,"@VanSickle8GMS You can resort to the old Madonna hit ""Holiday!.....Calibrate!""if need be. That may have pre-dated you, however."
positive,Starting to hope Joe Biden enters the race. It may just be time for an alternative. A debate between Joe and Trump would be epic.
positive,Thank u for standing up for Israel Mr. Trump! What a refreshing change after the past 7 yrs. #MakeAmericaGreatAgain  https://t.co/jqyyEan54g
positive,Rick Perry succeeded with 12th largest economy in the world Texas He will be a successful President for all American http://t.co/9cx5S19nIw
positive,"Obama may be the President of the free world, but he's the King of dad jokes."
positive,Going to see Foo Fighters in Edinburgh tomorrow night but for now it's Madonna on Spotify shuffle.
positive,"@ChrisCuomo nevermind them, Chris.  I look forward to your interview with Trump tomorrow.  You and he mix it up and you both come off well."
neutral,"In fact, if I end up doing a reprise of this show then I may well add the tag line 'Hate UKIP, Love Gravy' to the promo material #edfringe"
negative,"@daveweigel Jeb Bush probably knows and he'd probably get us into a 3rd Iraq invasion.  Knows lots of little facts, learns nothing."
neutral,Nike Debuts Air Jordan VI Retro Golf Shoe: The golf industry may be in the sales bunker but Nike hopes amateur... http://t.co/Th3RWk9on7
positive,UK will get Star Wars on the 17th December a day before the U.S. Glad I didn't put that holiday in  For it yesterday :D
negative,"My little brother comes home with nike elite socks and jordans, when i was in 6th grade i got wilson socks and clearance shoes from Olympia"
positive,Don't waste $$$ on an unnecessary textbook when you could spend that money to see Jurassic World for an 8th time
positive,"Out of all of the Nintendo franchises, I wish I could be excited for Pikman 4. C'mon, can't I just have Star Tropics 3?"
neutral,"Juventus sign Inter midfielder Harnanes: Turin, Sep 1 : Italian football champions Juventus have bolstered the... http://t.co/bn03KmrtHv"
neutral,Monsanto wants to merge with Syngenta and change name to wash away the bad reputation (3rd most disliked company!): http://t.co/da6ktbv11O
neutral,When I saw Tiger Woods shoot a 7 on the 11th hole yesterday I feel like...I play just like Woods!
negative,http://t.co/iUKDKLe5Zu - Rick Perry May Be the First Establishment Casualty of the GOP's Ridiculous 2016 Primary http://t.co/vCJ1eh4nxE
neutral,@eazyrooster @ditchell I loved tom cruise in Tropic Thunder and that's pretty much it. But I heard Edge of Tomorrow was great.
positive,Brian C. Eury want to go see Star Wars at midnight in December when it comes out and wear one of these? http://t.co/1F5HNnLF1b
positive,Honestly August 5th is the day reserved for me to be at MetLife with my four boys and my best friends because that's when I'm the happiest
positive,"""The Magic Loogie"" is one of the cleverest scenes from Seinfeld ever. For your Tuesday evening pleasure, https://t.co/KAJfAoty1t."
negative,Still bitter that they didn't tweet about MetLife&amp;now Augustana is opening the show tomorrow night. Just keep giving me reasons to be bitter
negative,I swear watching that interview just made me wanna throw Sarah Palin and Trump in a rocket to the sun
negative,@alex32johnson idk I just wanted to make convo since my phone is kinda ruined because pool and I'm using like a 3rd generation iPod lol so
negative,"PLANNED PARENTHOOD is the focus of something others like say maybe church based hospitals may be doing , the market did not birth with them"
negative,@MJosephSheppard Never said that the Dems weren't mistake-prone. Sarah Palin is just PATIENT ZERO for THE STUPID. In her defense GBW was 1st
positive,"Okay going to bed now, hope i can sleep this time ! Goodnight xx i'll see what happened at Metlife tomorrow!! Have fun y'all!! X"
positive,@pizzalordess is official. Coming back to the Sony family with Destiny in hand Sept 15th.
positive,@horlaleck yea still nokia 210 i just kinder like the phone this my 7th times am usin it
negative,"ok so i want to cry like, my expected delivery date for my ipad is thursday which is AFTER i leave like this is the absolute worst"
negative,Bullshit! That would then mean you'd piss off Messi. Then have to pay him more too.  https://t.co/MeABTj2Bvx
positive,"#Apple to unveil iPhone 6s, iPad today. For the first time they are releasing on Wednesday. All their earlier releases were on a Tuesday."
neutral,"Weird, but signs of UKIP votes going back to the Lib Dems? http://t.co/0WP07utO7v"
neutral,"So like, he missed Seinfeld and Friends? And to think I was really starting to like this dude.  https://t.co/sxS4SGOGSk"
positive,watching videos of the teen wolf cast to try and forget about school on monday and reduce the ridiculous amount of anxiety i currently have
positive,#shithappens #ted2 - finished up watching ted 2 going be a great Sunday.
negative,Tiger woods just ruined Sunday for America.
positive,Messi and Ronaldo both go up a rating in FUT 16 with Messi a 94 and Ronaldo 93 Suarez is a 90 as 3rd best player in the game.
negative,Oracle so transparently bought sun just to sue the fuck out of me.
negative,Sad to say about the big promoter of Monsanto is ahead https://t.co/RuNhgcIx5n
negative,"@dijikul You want to argue net neutrality, use your brain and attack Comcast / Time Warner with 300GB limits.. 1/10th of T-mobile! Idiot."
positive,Go get it Serena!!!  Congrats!  https://t.co/QcdM1uO7bD
negative,"The LAST thing we need is more corn and more Monsanto.  2nd last paragraph says it all.   ""Monsanto is hot for corn"" http://t.co/9RBCywtWt4"
negative,@thehatprincess because it's August 5th and someone threatened to kill harry today at MetLife
positive,"@zeus1998 @nokia Hi Robert, Nokia may be best answering this but you could try and reset here. https://t.co/kv4hreCRxx"
neutral,Sorry can't make it to work tomorrow. Got drunk and started watching live my bloody valentine videos.
positive,"@RBPundit I really like Rick Perry,but Rubio is my strong 2nd choice,where can I read about his Immigration policy?"
positive,"Impromptu day off tomorrow for an extra long weekend, so I'm treating myself to a pedicure and feeling like I'm in a Seinfeld episode."
positive,Fighting corruption is not just good governance. It's self-defense. It's patriotism. - Joe Biden  Good Morning. Have a blessfull Friday!
positive,Loving the Sting stuff &amp; especially loving the way Triple sold it all... STING WAS IN THE BOX! http://t.co/Kxr2yb69ze #RAW
neutral,It's Sunday. Tiger Woods dressed just like Patrick Reed. (Lest we forget) #AtTheWyndham http://t.co/EmVoWtVAYE
negative,Shouldn't Sarah Palin be putting her  little mind onto maters such as 'who is the baby daddy for my 4th grandbaby??
neutral,"As much as I hate to admit, Trump may be right. But he should add #msnbc #foxnews and others into the mix, also. https://t.co/3oQKjV9P4F"
positive,@Glam_And_Gore wanna hang out on Valentine's Day BC it's my 21st birthday and I wanna party
